client_id,variation,error_count
8081742,control,0
8081823,control,0
8082450,control,0
8082454,control,1
8082495,control,0
8082631,test,3
8082921,control,2
8082942,test,2
8083493,control,1
8083541,control,0
8083597,test,0
8083759,control,0
8083799,control,1
8083850,control,0
8084087,control,0
8084297,control,0
8084318,test,0
8084373,control,3
8084516,test,0
8084953,test,0
8085504,control,0
8085803,control,1
8086037,control,5
8086229,control,0
8086273,control,2
8087297,control,3
8087706,test,2
8087799,control,2
8087904,control,2
8088301,control,0
8088920,test,0
8088930,test,1
8089000,test,21
8089106,test,1
8089480,test,2
8089534,test,2
8090131,control,9
8090826,test,7
8091189,test,8
8091457,control,1
8091770,control,0
8091872,control,0
8091922,control,0
8092909,control,3
8092923,test,3
8093151,control,0
8093368,control,0
8093717,test,4
8093753,test,2
8094131,test,0
8094167,control,3
8094238,test,5
8094263,test,0
8094276,control,0
8094315,test,0
8094800,test,1
8094897,test,3
8094996,test,4
8095059,control,0
8095324,test,2
8095374,test,0
8095397,test,0
8095423,control,2
8095506,test,1
8095595,control,0
8095696,control,1
8095818,control,17
8096479,test,0
8096768,control,0
8096789,test,3
8097000,control,10
8097138,test,5
8097308,control,5
8097910,test,6
8098139,control,5
8098171,test,1
8098497,control,2
8098846,control,8
8099259,test,3
8099672,test,11
8099995,control,9
8100152,test,1
8100164,control,0
8100251,control,1
8100370,test,10
8100455,test,0
8100796,control,2
8100842,test,6
8101023,control,10
8101345,test,0
8101389,test,0
8101420,control,0
8101488,control,2
8102225,control,0
8102309,control,1
8102369,test,1
8102436,test,2
8102582,test,0
8102588,control,2
8103106,control,0
8103192,test,16
8103252,test,2
8103298,test,0
8103911,test,0
8103992,test,7
8104112,control,0
8104273,control,0
8104276,control,1
8104971,test,4
8104990,control,3
8105254,control,0
8105315,test,0
8105492,test,3
8105626,control,0
8105642,test,1
8106154,test,0
8106405,control,2
8106425,test,0
8106540,control,0
8106708,control,4
8107088,test,1
8107218,control,5
8107504,test,1
8107974,test,0
8108159,test,2
8108273,control,16
8108520,control,0
8108589,control,0
8108600,test,0
8108637,test,0
8108734,test,2
8109162,control,1
8109359,test,0
8109588,control,2
8109733,test,1
8110064,control,0
8110098,test,6
8110362,test,0
8110365,test,6
8110370,test,0
8110389,control,1
8110402,control,0
8110744,control,0
8110944,test,0
8111108,control,0
8111241,test,5
8111377,control,4
8111660,control,2
8111767,control,0
8111781,test,0
8112082,test,0
8112313,control,3
8112934,test,0
8112947,test,0
8113030,control,4
8114658,test,1
8114712,test,0
8114864,control,2
8115034,control,3
8115055,control,5
8115066,test,0
8115079,control,0
8115104,test,2
8116430,control,3
8116686,test,0
8117183,control,10
8117339,control,4
8117599,control,1
8117743,control,1
8118015,control,0
8118036,test,0
8118239,test,1
8118305,control,2
8118337,control,0
8118695,test,0
8119258,control,3
8119357,test,0
8119530,test,0
8119688,control,0
8119900,control,0
8120073,control,0
8120164,test,2
8120364,control,1
8120821,control,0
8120861,control,10
8120884,test,2
8120968,test,10
8121036,test,1
8121566,test,4
8121579,control,1
8121690,test,0
8122164,control,0
8122368,test,0
8122369,test,3
8122546,test,0
8122694,test,0
8122785,test,5
8122881,control,0
8123250,test,20
8123281,control,0
8123370,test,0
8123801,test,0
8124017,control,0
8124075,test,6
8124451,control,0
8124490,control,0
8124532,test,9
8124604,test,8
8124688,test,0
8124903,test,0
8125145,test,1
8125499,test,0
8125539,test,0
8125631,test,0
8125661,test,0
8125772,test,0
8126014,control,3
8126307,test,2
8126320,test,0
8126871,control,1
8126956,control,0
8127073,control,1
8127091,control,10
8127172,test,3
8127199,test,6
8127212,control,2
8127825,control,0
8127966,control,0
8127978,test,0
8128128,control,0
8128275,test,2
8128770,control,0
8128914,test,7
8128924,control,1
8129250,control,3
8129286,control,17
8129324,test,0
8129452,control,4
8129690,test,3
8129727,control,0
8129844,control,0
8130154,test,3
8130163,test,0
8130211,control,0
8130441,control,1
8130515,test,0
8131034,control,7
8131438,test,6
8131816,test,0
8132181,test,2
8132819,test,0
8133214,test,8
8133512,test,0
8133621,control,0
8133761,control,0
8133973,test,0
8134452,test,0
8134612,control,1
8134838,control,0
8134938,control,0
8135120,control,2
8135457,control,0
8135661,test,0
8135997,test,4
8136175,control,0
8136342,control,0
8136408,test,0
8137117,test,0
8137173,test,11
8137187,test,2
8137215,test,0
8137724,control,0
8138044,test,4
8138465,test,0
8138517,control,3
8138782,control,1
8139389,test,0
8139839,control,2
8139858,test,0
8139916,control,2
8139936,test,0
8140069,test,0
8140196,test,1
8140256,test,0
8140663,control,4
8141724,test,0
8142042,control,0
8142299,test,4
8142398,test,0
8142514,control,0
8142528,test,9
8142623,control,0
8142716,test,4
8143287,control,0
8143738,test,0
8143922,test,4
8143975,control,4
8144018,test,0
8144074,test,0
8144587,test,0
8144783,test,0
8144798,control,0
8145262,test,0
8145789,control,4
8145890,test,2
8146476,control,0
8146647,control,0
8147254,test,0
8147319,test,1
8147545,control,4
8148127,test,0
8148212,control,0
8148299,control,1
8148423,control,4
8148869,control,6
8149214,control,0
8149689,control,0
8149715,test,0
8149895,test,1
8149955,control,0
8150031,test,0
8150060,control,1
8150683,test,0
8150867,test,0
8150905,test,0
8151029,control,24
8151536,test,0
8151605,control,4
8151649,test,3
8151693,control,2
8152115,control,0
8152690,control,0
8152789,test,1
8153271,control,0
8153325,control,2
8153393,control,0
8153419,test,0
8154299,control,3
8154471,test,0
8154663,control,0
8155111,control,0
8155528,test,13
8155757,control,0
8156123,test,10
8156436,control,7
8156551,test,3
8156691,control,1
8156741,control,3
8156778,test,0
8156943,control,0
8156996,control,0
8157020,test,4
8157088,test,0
8157247,control,7
8157741,test,0
8158004,control,0
8158159,test,1
8158266,control,0
8158588,test,2
8158599,test,0
8159840,control,0
8159854,control,5
8159879,test,4
8160088,test,2
8160451,control,2
8160510,control,0
8161011,control,0
8161095,control,0
8161244,control,0
8161337,control,2
8161448,control,9
8161704,control,11
8161973,control,2
8162066,test,4
8162191,control,0
8162270,control,0
8163068,control,4
8163384,control,0
8163507,test,0
8163527,test,0
8163566,test,1
8163594,control,7
8163610,test,0
8163796,test,2
8163806,control,0
8163927,test,4
8164042,control,2
8164122,control,11
8164319,test,5
8164330,control,0
8164412,test,0
8164502,control,3
8164547,test,0
8164635,test,2
8164670,control,2
8164889,control,6
8165001,test,9
8165113,control,0
8165291,control,3
8165314,test,0
8165565,test,0
8165778,control,0
8165838,test,0
8165914,test,0
8166246,test,5
8166306,test,4
8166361,control,0
8166540,control,0
8166616,control,0
8167124,control,0
8167168,control,2
8167393,control,6
8167785,control,0
8167786,control,1
8167904,control,0
8167939,control,3
8168349,test,5
8168445,control,2
8168710,control,1
8169008,control,3
8169366,test,1
8169732,test,0
8170103,test,4
8170136,control,2
8170143,control,1
8170199,test,0
8170314,test,7
8170322,control,0
8170337,control,0
8170460,test,4
8171000,control,2
8171174,test,0
8171532,test,1
8171936,test,2
8172224,control,7
8172442,control,2
8172977,test,3
8173142,control,2
8173337,control,0
8173417,control,0
8173437,control,0
8173583,test,0
8174002,test,0
8174009,test,3
8174132,test,5
8174731,test,3
8175396,control,0
8175407,test,1
8175549,control,0
8175591,control,1
8175603,test,4
8175830,control,3
8175874,test,0
8176161,control,2
8176371,control,0
8176430,test,3
8176637,test,4
8177035,control,2
8177492,test,3
8178009,control,0
8178255,test,0
8178404,test,6
8178476,test,2
8178567,test,3
8178612,test,0
8178704,test,16
8178744,test,0
8179401,test,0
8179513,control,0
8179812,control,13
8179872,control,3
8180028,test,8
8180165,test,13
8180196,control,2
8180244,test,0
8180271,control,0
8180297,control,2
8180494,test,0
8180590,test,0
8180806,control,4
8180878,control,0
8180884,control,0
8181298,test,0
8181732,control,2
8181803,test,0
8182003,test,5
8182204,control,0
8182490,test,0
8182707,test,4
8182943,test,4
8183191,test,0
8183731,test,0
8183780,test,0
8184148,test,2
8184181,test,7
8184247,control,4
8184463,control,2
8185189,test,0
8185425,control,5
8185916,control,1
8185919,test,0
8186129,test,0
8186151,test,1
8186274,test,0
8186750,control,4
8186786,test,0
8187091,test,2
8187143,control,2
8187299,test,0
8187407,test,3
8187622,control,17
8187863,test,2
8187908,control,0
8187972,control,6
8188503,control,0
8188592,control,3
8188609,control,0
8188670,control,6
8188833,control,0
8188992,control,4
8189269,test,0
8189521,control,0
8189543,test,0
8189577,test,0
8189712,test,4
8189770,test,0
8189939,control,0
8190050,control,5
8190057,control,1
8190159,test,0
8190179,control,0
8190214,control,0
8190789,control,3
8191011,test,0
8191025,control,0
8191168,test,2
8191330,control,2
8191345,control,3
8191449,control,0
8191466,test,7
8191544,test,0
8191705,test,3
8191811,control,2
8191942,test,1
8192130,test,0
8192981,control,1
8193034,test,0
8193081,control,0
8193148,test,5
8193155,test,2
8193841,test,0
8193865,test,0
8194686,control,0
8194847,control,0
8195227,test,4
8195239,test,0
8195272,control,0
8196104,test,0
8196373,control,0
8196602,test,0
8196637,test,2
8197150,test,6
8197235,control,0
8197409,test,1
8197609,control,0
8198121,test,0
8198208,test,3
8198551,control,2
8198645,test,0
8199471,test,4
8199666,control,0
8199837,control,2
8199978,test,4
8200065,control,0
8200329,test,1
8200453,control,0
8200571,test,0
8200585,test,0
8200722,test,5
8201398,control,0
8201583,control,0
8201692,control,1
8201889,control,3
8201934,test,0
8202513,control,4
8203134,control,2
8203352,control,2
8203506,test,4
8203556,test,0
8203595,test,5
8203675,control,0
8203999,test,2
8204062,control,6
8204360,test,0
8204504,test,0
8204634,control,0
8204656,test,7
8204676,control,0
8204700,control,0
8204753,test,0
8204995,control,2
8204998,control,2
8205041,control,2
8205075,test,4
8205401,test,2
8205408,test,0
8205512,control,5
8205765,test,0
8205867,test,3
8205909,test,0
8205983,test,0
8206323,test,0
8206448,test,0
8206767,test,23
8206815,test,17
8207265,control,3
8207278,test,11
8207383,test,0
8207419,test,0
8207559,test,7
8207575,control,0
8207796,test,0
8207810,control,4
8207876,test,3
8208182,test,0
8208371,test,2
8208413,control,2
8208678,control,0
8208998,control,0
8209092,test,2
8209656,control,4
8209682,control,0
8209858,test,0
8210027,control,0
8210202,control,0
8210226,test,6
8210230,control,3
8210680,control,3
8210993,test,11
8211143,control,0
8211160,control,0
8211256,test,0
8211265,test,0
8211406,control,7
8211474,test,2
8212469,test,4
8212601,control,0
8212752,test,0
8212764,control,2
8212840,test,4
8212875,control,3
8213030,control,1
8213195,test,0
8213284,control,1
8213408,test,0
8213456,test,5
8213521,control,1
8213550,test,3
8213697,test,1
8213835,test,0
8213887,control,9
8213966,test,3
8214005,control,0
8214271,control,1
8214290,test,0
8214475,control,1
8214483,test,0
8214502,control,0
8214867,control,0
8215341,test,2
8215559,test,0
8215625,test,4
8215989,control,1
8216174,control,0
8217726,control,1
8217859,test,3
8218056,test,10
8218129,control,3
8218468,test,0
8219034,test,10
8219222,test,0
8219471,test,12
8219634,test,0
8219637,control,0
8219792,control,5
8219853,control,1
8220559,test,0
8220863,control,8
8220893,control,2
8220997,control,5
8221149,test,1
8221165,test,1
8221193,test,0
8221453,control,1
8221479,control,0
8221744,control,5
8221767,control,0
8221810,control,0
8221811,test,0
8221841,test,6
8221962,test,0
8222286,test,10
8222302,control,4
8222418,control,0
8222868,test,3
8222962,control,2
8222987,test,9
8223055,test,0
8223495,test,0
8223810,test,0
8223826,test,2
8223918,test,9
8224037,test,6
8224116,test,0
8224190,control,2
8224799,control,1
8225466,test,0
8225502,control,0
8225520,test,0
8225827,test,5
8225975,control,1
8226139,control,4
8226519,test,0
8226609,control,0
8226682,control,1
8226716,test,0
8226844,test,0
8227073,control,2
8227952,test,2
8228389,control,0
8228558,control,0
8228852,control,0
8229123,test,0
8229804,test,2
8229869,control,3
8229929,control,3
8230288,control,3
8230364,test,0
8230414,test,5
8230433,control,0
8230834,control,0
8230864,test,0
8231258,control,0
8231344,test,1
8231354,control,0
8231470,control,0
8231827,control,0
8231864,test,3
8231898,control,1
8231925,test,0
8232143,control,0
8232713,test,0
8232740,test,0
8233227,test,0
8233638,test,0
8234524,control,6
8234708,control,3
8234923,control,0
8234949,control,1
8235049,test,0
8235124,test,2
8235558,control,0
8235640,control,0
8235834,test,2
8236198,control,2
8236848,control,4
8237052,control,0
8237194,control,0
8237386,control,2
8237457,control,0
8237903,test,2
8238021,test,1
8238138,test,1
8238260,test,0
8238658,control,28
8238902,control,2
8239217,test,0
8239508,control,0
8239807,control,0
8239889,control,0
8239936,test,4
8240010,test,0
8240028,control,0
8240214,control,2
8240359,control,0
8240400,control,2
8240516,test,0
8240915,control,0
8240961,control,1
8241178,test,0
8241291,test,1
8241574,test,1
8241606,test,6
8241833,test,0
8241885,control,0
8241961,test,0
8241992,test,0
8242142,test,19
8242222,control,0
8242392,test,3
8242900,test,0
8243304,test,0
8243653,control,0
8243850,test,0
8243871,control,7
8244196,control,0
8244502,test,0
8244532,test,2
8244716,test,6
8244744,test,0
8244884,test,0
8245150,test,1
8245214,control,0
8245227,control,3
8245264,test,12
8245307,control,0
8245704,control,2
8245786,test,6
8246277,test,0
8247035,control,3
8247054,control,0
8247132,control,0
8247191,test,0
8247576,test,2
8247591,test,7
8248069,control,0
8248088,test,0
8248476,control,0
8248690,test,0
8248792,test,1
8249035,test,2
8249112,control,1
8249435,control,0
8249603,test,0
8249646,control,3
8249927,control,7
8250493,control,4
8250635,test,0
8250645,control,8
8251431,test,0
8251530,test,0
8251595,control,5
8251687,test,0
8251796,control,2
8251936,test,2
8252114,test,0
8252168,test,0
8252250,control,1
8252266,control,3
8252591,test,1
8253426,test,0
8253457,test,3
8253552,test,6
8253604,control,3
8253607,test,0
8253718,test,4
8253753,test,0
8253877,test,2
8254057,test,0
8254071,control,0
8254183,control,1
8254224,test,1
8254254,test,0
8254513,control,1
8254556,test,4
8254601,control,3
8254744,test,0
8254900,test,7
8255117,control,0
8255146,test,0
8255200,control,3
8255460,control,0
8255545,control,0
8255655,test,0
8255751,control,2
8256490,control,4
8256491,control,19
8256871,test,0
8256948,test,0
8257047,test,2
8257141,test,0
8257765,control,11
8257803,control,0
8257908,test,4
8257910,control,1
8257990,test,0
8258127,test,0
8258757,test,0
8259142,control,4
8259219,control,2
8259569,control,0
8259583,test,1
8259685,test,0
8259713,test,0
8260202,test,0
8260257,test,1
8260569,control,1
8260977,control,0
8261002,test,2
8261402,control,3
8261410,test,9
8261716,control,0
8262020,test,0
8262294,test,1
8262787,test,2
8262801,control,3
8262866,control,0
8262929,control,0
8262941,control,0
8262994,test,0
8263312,test,0
8263728,control,0
8263833,control,1
8264067,test,0
8264444,test,10
8264467,test,7
8264540,test,5
8264879,test,0
8264967,control,3
8264976,test,0
8265047,test,0
8265200,test,0
8265335,test,1
8265362,test,0
8265793,test,4
8266123,control,4
8266473,control,6
8266748,test,0
8267012,test,0
8267138,control,2
8267405,control,0
8267456,control,1
8267515,control,0
8267883,test,7
8267974,control,0
8268067,test,0
8268271,control,1
8268645,control,0
8268739,test,0
8269240,control,0
8269375,test,0
8269518,test,0
8270123,control,3
8270136,control,1
8270175,test,2
8270441,control,0
8270778,test,0
8270818,control,0
8271006,test,0
8271407,test,3
8271447,test,0
8271685,control,2
8271821,test,5
8271883,test,0
8272618,test,2
8272661,control,0
8272668,test,12
8272750,test,3
8272922,control,2
8273085,control,3
8273339,control,1
8273350,control,2
8273493,test,0
8273714,test,2
8274026,test,0
8274083,test,1
8274332,test,1
8274363,test,7
8274603,test,10
8274863,control,0
8274871,control,0
8275004,test,0
8275359,test,0
8275762,test,0
8275933,test,0
8276370,control,0
8276422,control,0
8276599,test,0
8276771,test,0
8276895,test,0
8276980,control,4
8277761,test,0
8277796,test,5
8277940,control,0
8278144,test,2
8278203,test,6
8278312,control,1
8278468,test,0
8278713,control,0
8279228,test,6
8279363,control,0
8279508,control,0
8279545,test,2
8279619,test,0
8279701,test,6
8279808,control,0
8280107,test,2
8280127,test,0
8280202,test,0
8280249,test,8
8280306,test,0
8280317,control,0
8280528,test,0
8280766,control,3
8281229,control,0
8281643,test,3
8281933,control,1
8282471,control,0
8282617,test,0
8282731,test,8
8282834,control,0
8282979,test,1
8283444,control,0
8283713,test,5
8283857,test,9
8284076,control,0
8284374,test,0
8284433,test,1
8284480,test,2
8284851,test,1
8285068,test,0
8285322,test,3
8285423,control,0
8285903,test,2
8286068,control,7
8286131,control,2
8286448,test,1
8286876,control,1
8287001,control,1
8287067,test,6
8287199,test,2
8287502,control,7
8287554,control,2
8287563,test,3
8287712,test,3
8288212,test,0
8288240,control,3
8288642,control,0
8289071,control,0
8289125,control,9
8289357,test,0
8289836,test,6
8289983,test,1
8290113,test,0
8290239,control,1
8290360,test,0
8290983,control,0
8291015,test,19
8291632,control,0
8291796,test,0
8292253,test,0
8292336,test,2
8292775,test,3
8292850,test,6
8293019,test,0
8293466,control,0
8293875,test,28
8293919,test,0
8294014,test,0
8294062,test,0
8294098,test,2
8294417,test,0
8294791,test,0
8294857,control,0
8295065,control,0
8295352,test,5
8295379,test,1
8295461,control,0
8295715,test,0
8295735,control,5
8295759,control,0
8295789,control,1
8296273,control,2
8296643,test,0
8296872,test,8
8296896,test,5
8297224,test,2
8297474,test,0
8297741,control,6
8297843,test,0
8297953,test,7
8298017,test,0
8298512,test,3
8298599,control,5
8299155,control,8
8299414,test,0
8299423,control,0
8299642,control,0
8299838,control,5
8299933,test,1
8300238,test,2
8300275,test,0
8300317,control,4
8300335,test,0
8300568,test,6
8301753,control,0
8301761,control,3
8301950,test,11
8302067,control,2
8302113,test,0
8302339,control,0
8302402,control,0
8302997,test,0
8303095,test,0
8304008,control,1
8304027,control,3
8304087,control,2
8304655,test,2
8304665,control,0
8304828,control,0
8305136,test,17
8305562,test,0
8305701,control,0
8305949,test,2
8306812,control,0
8306917,control,2
8307059,control,1
8307073,control,9
8307205,control,0
8307421,control,2
8307430,test,13
8307496,control,8
8308042,control,0
8308363,test,4
8308691,control,4
8309083,test,0
8309125,control,6
8309245,test,5
8310031,test,0
8310041,test,2
8310047,control,2
8310105,test,1
8310123,test,3
8310296,control,0
8310565,control,0
8310807,control,0
8310933,test,1
8310955,control,0
8311089,control,0
8311223,control,7
8311234,control,4
8312125,control,0
8312319,test,32
8312460,test,4
8312687,control,0
8312863,test,3
8313009,test,0
8313229,test,0
8313638,test,0
8313694,control,0
8313701,control,1
8313768,control,0
8313808,control,9
8314183,test,6
8314192,test,0
8314254,test,1
8314259,test,8
8314547,control,3
8314579,test,0
8314605,test,1
8314845,test,0
8314885,test,2
8314951,test,5
8315063,test,0
8315301,test,2
8315340,control,3
8315422,control,1
8315431,control,0
8315555,control,2
8315626,control,0
8315689,control,0
8315808,control,1
8316253,test,8
8316281,control,0
8316572,test,3
8316689,test,0
8316729,control,0
8316864,control,3
8317305,test,0
8317382,control,0
8318115,test,3
8318148,test,15
8318184,test,0
8318651,control,0
8318768,control,0
8319134,control,0
8319726,test,0
8319869,test,1
8319901,control,4
8319910,control,0
8319955,control,0
8320017,test,0
8320141,control,1
8320449,test,2
8320528,test,0
8320756,test,0
8321082,test,0
8321201,test,0
8321533,test,2
8321659,test,0
8321660,test,12
8321972,control,0
8322275,test,12
8322804,control,0
8322873,test,12
8322930,control,2
8323224,test,0
8323538,control,2
8323802,control,0
8323924,control,2
8324376,test,3
8324410,test,2
8324479,control,2
8325169,test,0
8325255,test,1
8325418,control,1
8325554,test,1
8325793,test,1
8326177,control,1
8326453,test,3
8326915,control,1
8327432,control,2
8327635,control,8
8327879,control,1
8327906,test,0
8328073,test,5
8328204,test,0
8328352,test,1
8328439,control,0
8329138,test,8
8329209,test,2
8329224,test,4
8329247,control,5
8329766,test,0
8329803,test,5
8329806,control,7
8329929,test,10
8330343,test,0
8330372,test,5
8330442,test,4
8331253,test,0
8331391,control,0
8331532,test,5
8331742,control,2
8331981,control,3
8331994,control,2
8332194,test,0
8332605,test,0
8332895,test,0
8333602,test,0
8333682,control,7
8334353,control,0
8334958,control,1
8335312,test,3
8335505,test,3
8335969,test,2
8336001,test,0
8336404,control,1
8336492,control,6
8336549,control,0
8337216,control,3
8337723,test,3
8337819,test,2
8337830,control,3
8337843,test,0
8338121,test,0
8338173,control,1
8338180,test,1
8338197,test,0
8338341,control,0
8338945,control,0
8339083,control,1
8339282,control,0
8339419,test,0
8339452,test,0
8339655,test,5
8340333,control,0
8340422,test,2
8340499,control,11
8340850,test,10
8341006,control,2
8341093,control,1
8341199,control,5
8341255,control,0
8341361,control,0
8342480,test,5
8342684,control,5
8342890,test,2
8343009,control,3
8343132,control,0
8343240,test,0
8343489,test,0
8343597,test,5
8343668,control,1
8344032,control,0
8344199,control,1
8344435,control,4
8344580,control,0
8344620,test,2
8345007,test,0
8345304,test,4
8345546,test,1
8345554,test,1
8345590,test,3
8345634,control,0
8345732,control,0
8346558,control,0
8346565,control,17
8346839,control,12
8347065,control,4
8347135,test,5
8347580,test,2
8347678,control,0
8347961,control,0
8348010,test,2
8348036,control,0
8348041,control,0
8348121,control,0
8348173,test,0
8348583,test,0
8348798,test,4
8349427,test,0
8349921,control,2
8350152,control,2
8350244,control,0
8350306,control,0
8350451,control,1
8350607,control,0
8350976,control,6
8351676,control,0
8351784,test,3
8352140,test,0
8352329,test,4
8352552,control,0
8353226,test,0
8353250,control,0
8353600,test,0
8353665,control,0
8353994,control,1
8354188,test,0
8354242,control,0
8355253,test,4
8355291,control,0
8355475,test,0
8355499,test,1
8355598,control,0
8355928,control,0
8356074,control,5
8356387,test,7
8356631,control,1
8357092,control,0
8357336,test,0
8357465,control,4
8357730,control,0
8357927,test,3
8358491,control,2
8358616,control,5
8358978,test,1
8359010,control,2
8359032,control,2
8359558,test,2
8359895,test,6
8360030,control,13
8360200,test,0
8360249,control,0
8360296,control,2
8360430,control,4
8360513,test,0
8360801,test,21
8361957,control,1
8361962,control,0
8362148,test,2
8362231,test,0
8362283,control,1
8362346,test,2
8362384,test,3
8362531,control,0
8362852,test,4
8362884,control,3
8363051,test,0
8363116,control,0
8363147,test,5
8363289,control,0
8363319,control,6
8363789,test,0
8363830,control,0
8363956,test,5
8364167,test,15
8364170,test,0
8364181,control,2
8364481,control,0
8364792,test,0
8364861,control,4
8364922,test,2
8365378,control,0
8365468,control,1
8365592,test,3
8365651,test,0
8365656,control,1
8365988,test,0
8365990,control,0
8366249,test,4
8366652,test,9
8366776,control,5
8366788,test,4
8366866,test,0
8366885,control,0
8367710,control,2
8368220,test,0
8368263,test,13
8368455,test,0
8368488,control,0
8368543,test,2
8368776,test,5
8368822,control,0
8369695,test,14
8369773,test,0
8369837,test,0
8369849,test,1
8369912,test,8
8370144,test,0
8370185,control,0
8370323,test,0
8370386,control,4
8370440,test,0
8370988,test,0
8371066,control,2
8371166,test,0
8372003,test,0
8372713,control,0
8373117,test,2
8374042,test,0
8374114,control,0
8374942,test,1
8375225,control,0
8375301,test,4
8375341,control,2
8375447,control,0
8375478,test,2
8375505,test,7
8375573,test,0
8375740,control,1
8376269,test,0
8376790,test,0
8376794,control,0
8376983,control,0
8376996,test,1
8377138,test,0
8377551,control,5
8377586,test,0
8378196,test,0
8378262,control,3
8378456,control,0
8378562,test,0
8378593,control,4
8378623,test,0
8378787,test,0
8380079,test,1
8380519,control,3
8380574,test,0
8381023,control,3
8381127,control,0
8381398,control,0
8381440,test,11
8381696,control,1
8381763,control,0
8381797,test,0
8382031,test,0
8382128,control,0
8382404,control,0
8382501,control,0
8382884,control,0
8383202,test,7
8383420,control,1
8383454,test,0
8383466,test,1
8383721,control,3
8384036,test,0
8384161,control,4
8384474,test,0
8384531,control,2
8384909,test,0
8384923,control,0
8384969,control,0
8385033,control,0
8385686,test,0
8385717,control,2
8385830,control,0
8385886,control,0
8386364,test,8
8386410,control,0
8386504,test,3
8386668,control,36
8387066,test,0
8387278,control,0
8387524,test,3
8387609,control,6
8387642,control,2
8388135,test,0
8388282,test,0
8388524,control,7
8388674,test,6
8388761,test,0
8389387,control,0
8389498,test,2
8389512,test,0
8389879,control,2
8389957,test,1
8389965,control,0
8390041,control,2
8390336,test,2
8390524,control,3
8390636,test,5
8391009,test,0
8391912,control,0
8392344,control,8
8392925,control,1
8393075,test,2
8393538,control,0
8393708,control,6
8393766,test,1
8394449,control,0
8394478,test,0
8394625,test,0
8395741,test,2
8396404,test,0
8396620,test,0
8396883,control,2
8396918,control,1
8397063,control,0
8397148,test,0
8397188,test,5
8397348,test,3
8397371,test,0
8397383,test,0
8397479,test,4
8397969,test,2
8397993,control,0
8398116,control,1
8398285,test,0
8398351,control,1
8398431,control,1
8398698,control,0
8399455,control,7
8400251,control,2
8400512,control,0
8400632,test,1
8400843,test,2
8401598,control,0
8401660,test,0
8401928,control,0
8402332,control,0
8402356,control,0
8402368,control,2
8402513,control,0
8402635,test,1
8402663,control,5
8402778,control,4
8402909,control,0
8403024,test,0
8403267,control,1
8403390,test,0
8403485,test,0
8403489,test,0
8403671,control,3
8403697,test,2
8404071,control,1
8404411,test,9
8404592,test,2
8404665,test,0
8404715,test,5
8404765,control,3
8404858,test,0
8405230,test,3
8405384,control,4
8405619,test,0
8405623,test,6
8405736,test,2
8406200,control,6
8406244,test,0
8406295,control,0
8406430,test,2
8406607,test,29
8406619,test,2
8406897,control,4
8406971,control,0
8406972,control,0
8407187,control,4
8407471,control,1
8407501,test,2
8407612,test,0
8408200,control,0
8408236,test,7
8408800,control,7
8408846,test,1
8408888,test,1
8409019,control,0
8409208,test,4
8409377,control,4
8409408,control,0
8409515,control,2
8409579,control,10
8409638,test,0
8409644,test,0
8409724,test,0
8409890,test,0
8409958,test,0
8410293,test,0
8410323,test,1
8410550,test,0
8411404,test,2
8412164,test,3
8412195,test,0
8412223,control,4
8412296,control,0
8412328,control,0
8412454,control,0
8412534,control,1
8412648,test,0
8412778,test,0
8412814,control,1
8412974,test,0
8413298,control,3
8413362,test,11
8413588,control,0
8413646,control,6
8413740,control,0
8413855,control,0
8413895,control,3
8413954,control,1
8414189,test,3
8414396,control,0
8415235,test,0
8415327,control,0
8415542,test,0
8415544,test,5
8415669,control,0
8415753,test,0
8415761,test,6
8416223,control,0
8416586,test,1
8416677,test,2
8416791,test,0
8416851,control,3
8417006,control,1
8417026,control,1
8417772,control,3
8417872,test,2
8417937,control,0
8418435,control,0
8418536,control,1
8418665,test,5
8418726,test,0
8419270,control,4
8419515,control,0
8419538,control,16
8419671,control,0
8419833,test,0
8420137,test,3
8420201,test,12
8420304,test,3
8420369,test,0
8420398,control,3
8420402,test,0
8420487,control,0
8420512,control,0
8420535,control,0
8421108,control,0
8421297,test,0
8421513,test,10
8421695,test,0
8422214,control,0
8422352,test,0
8422642,control,0
8422670,control,4
8422671,control,2
8422678,test,1
8423312,test,1
8423502,test,2
8423921,test,0
8424498,control,0
8424613,control,0
8424645,control,4
8424664,control,1
8424752,control,0
8424830,test,0
8425235,test,0
8425735,control,2
8425867,test,0
8426255,control,0
8426405,test,10
8426615,test,3
8427122,test,0
8427304,test,0
8427350,test,7
8427665,test,1
8427848,control,2
8427870,test,1
8428699,control,0
8428917,test,0
8429054,control,0
8429153,test,0
8429235,control,1
8429511,test,0
8430093,control,0
8430107,control,0
8430218,test,1
8430354,control,2
8430470,test,0
8430663,test,2
8430700,control,0
8431359,control,8
8431427,test,0
8431486,control,1
8431740,test,0
8431794,control,2
8432079,test,0
8432220,control,2
8432508,control,0
8432629,control,1
8432712,control,0
8432798,test,0
8432888,control,2
8432895,test,0
8432960,control,0
8433097,test,0
8433852,control,0
8433974,control,3
8434055,test,2
8434099,test,4
8434228,test,0
8434418,control,0
8434640,test,4
8434941,control,2
8435705,test,1
8436366,test,4
8436848,control,0
8437302,test,0
8437665,test,1
8438038,control,1
8438132,test,0
8438145,control,4
8438270,control,0
8438441,control,3
8438448,control,0
8438553,control,1
8438572,control,4
8439249,test,2
